country code,city,postal code,state name,state abbreviation,county,county number,community,community number,latitude,longitude,accuracy
US,Akutan,99553,Alaska,AK,Aleutians East,13,,,54.143,-165.7854,1
US,Cold Bay,99571,Alaska,AK,Aleutians East,13,,,55.1858,-162.7211,1
US,False Pass,99583,Alaska,AK,Aleutians East,13,,,54.8542,-163.4113,1
US,King Cove,99612,Alaska,AK,Aleutians East,13,,,55.0628,-162.3056,1
US,Sand Point,99661,Alaska,AK,Aleutians East,13,,,55.3192,-160.4914,1
US,Adak,99546,Alaska,AK,Aleutians West (CA),16,,,51.874,-176.634,1
US,Atka,99547,Alaska,AK,Aleutians West (CA),16,,,52.1961,-174.2006,1
US,Saint George Island,99591,Alaska,AK,Aleutians West (CA),16,,,56.5944,-169.6186,1
US,Nikolski,99638,Alaska,AK,Aleutians West (CA),16,,,52.9381,-168.8678,1
US,Saint Paul Island,99660,Alaska,AK,Aleutians West (CA),16,,,57.1842,-170.2764,1
US,Unalaska,99685,Alaska,AK,Aleutians West (CA),16,,,53.8871,-166.5199,1
US,Dutch Harbor,99692,Alaska,AK,Aleutians West (CA),16,,,53.8898,-166.5422,1
US,Anchorage,99501,Alaska,AK,Anchorage Municipality,20,,,61.2116,-149.8761,1
US,Anchorage,99502,Alaska,AK,Anchorage Municipality,20,,,61.1661,-149.96,1
US,Anchorage,99503,Alaska,AK,Anchorage Municipality,20,,,61.19,-149.8938,1
US,Anchorage,99504,Alaska,AK,Anchorage Municipality,20,,,61.2037,-149.7447,1
US,Jber,99505,Alaska,AK,Anchorage Municipality,20,,,59.8666,-158.5996,1
US,Jber,99506,Alaska,AK,Anchorage Municipality,20,,,59.8666,-158.5996,1
US,Anchorage,99507,Alaska,AK,Anchorage Municipality,20,,,61.1535,-149.8289,1
US,Anchorage,99508,Alaska,AK,Anchorage Municipality,20,,,61.206,-149.8101,1
US,Anchorage,99509,Alaska,AK,Anchorage Municipality,20,,,61.2181,-149.9003,1
US,Anchorage,99510,Alaska,AK,Anchorage Municipality,20,,,61.1446,-149.8784,1
US,Anchorage,99511,Alaska,AK,Anchorage Municipality,20,,,61.0683,-149.8005,1
US,Anchorage,99513,Alaska,AK,Anchorage Municipality,20,,,61.2149,-149.8862,1
US,Anchorage,99514,Alaska,AK,Anchorage Municipality,20,,,61.2181,-149.9003,1
US,Anchorage,99515,Alaska,AK,Anchorage Municipality,20,,,61.1194,-149.8974,1
US,Anchorage,99516,Alaska,AK,Anchorage Municipality,20,,,61.1054,-149.78,1
US,Anchorage,99517,Alaska,AK,Anchorage Municipality,20,,,61.1901,-149.9361,1
US,Anchorage,99518,Alaska,AK,Anchorage Municipality,20,,,61.1549,-149.8866,1
US,Anchorage,99519,Alaska,AK,Anchorage Municipality,20,,,61.1089,-149.4403,1
US,Anchorage,99520,Alaska,AK,Anchorage Municipality,20,,,61.2181,-149.9003,1
US,Anchorage,99521,Alaska,AK,Anchorage Municipality,20,,,61.2181,-149.9003,1
US,Anchorage,99522,Alaska,AK,Anchorage Municipality,20,,,61.2181,-149.9003,1
US,Anchorage,99523,Alaska,AK,Anchorage Municipality,20,,,61.2181,-149.9003,1
US,Anchorage,99524,Alaska,AK,Anchorage Municipality,20,,,61.2181,-149.9003,1
US,Anchorage,99529,Alaska,AK,Anchorage Municipality,20,,,61.1515,-149.9443,1
US,Anchorage,99530,Alaska,AK,Anchorage Municipality,20,,,61.1515,-149.9443,1
US,Indian,99540,Alaska,AK,Anchorage Municipality,20,,,61.1089,-149.4403,1
US,Chugiak,99567,Alaska,AK,Anchorage Municipality,20,,,61.4098,-149.4537,1
US,Eagle River,99577,Alaska,AK,Anchorage Municipality,20,,,61.3114,-149.5085,1
US,Girdwood,99587,Alaska,AK,Anchorage Municipality,20,,,60.9577,-149.1406,1
US,Anchorage,99599,Alaska,AK,Anchorage Municipality,20,,,61.1872,-149.8804,1
US,Anchorage,99695,Alaska,AK,Anchorage Municipality,20,,,61.1089,-149.4403,1
US,Kongiganak,99545,Alaska,AK,Bethel Census Area,50,,,59.9599,-162.8919,1
US,Akiachak,99551,Alaska,AK,Bethel Census Area,50,,,60.9094,-161.4314,4
US,Akiak,99552,Alaska,AK,Bethel Census Area,50,,,60.9122,-161.2139,4
US,Aniak,99557,Alaska,AK,Bethel Census Area,50,,,61.5783,-159.5222,4
US,Bethel,99559,Alaska,AK,Bethel Census Area,50,,,60.7922,-161.7558,4
US,Chefornak,99561,Alaska,AK,Bethel Census Area,50,,,60.1537,-164.2103,1
US,Crooked Creek,99575,Alaska,AK,Bethel Census Area,50,,,61.8181,-158.0025,1
US,Eek,99578,Alaska,AK,Bethel Census Area,50,,,60.2151,-162.0323,1
US,Goodnews Bay,99589,Alaska,AK,Bethel Census Area,50,,,59.1189,-161.5875,1
US,Kalskag,99607,Alaska,AK,Bethel Census Area,50,,,61.541,-160.3261,1
US,Kasigluk,99609,Alaska,AK,Bethel Census Area,50,,,60.8956,-162.5181,1
US,Kipnuk,99614,Alaska,AK,Bethel Census Area,50,,,59.9232,-164.101,1
US,Kwethluk,99621,Alaska,AK,Bethel Census Area,50,,,60.8122,-161.4358,4
US,Kwigillingok,99622,Alaska,AK,Bethel Census Area,50,,,59.8644,-163.1342,1
US,Lower Kalskag,99626,Alaska,AK,Bethel Census Area,50,,,61.5138,-160.36,1
US,Mekoryuk,99630,Alaska,AK,Bethel Census Area,50,,,60.3657,-166.2836,1
US,Napakiak,99634,Alaska,AK,Bethel Census Area,50,,,60.6967,-161.9519,1
US,Toksook Bay,99637,Alaska,AK,Bethel Census Area,50,,,60.5338,-165.1037,1
US,Nunapitchuk,99641,Alaska,AK,Bethel Census Area,50,,,60.8969,-162.4594,1
US,Platinum,99651,Alaska,AK,Bethel Census Area,50,,,59.0131,-161.8164,1
US,Quinhagak,99655,Alaska,AK,Bethel Census Area,50,,,59.7381,-161.8749,1
US,Red Devil,99656,Alaska,AK,Bethel Census Area,50,,,61.7611,-157.3125,1
US,Sleetmute,99668,Alaska,AK,Bethel Census Area,50,,,61.7025,-157.1697,1
US,Tuluksak,99679,Alaska,AK,Bethel Census Area,50,,,61.1088,-160.9389,4
US,Tuntutuliak,99680,Alaska,AK,Bethel Census Area,50,,,60.3431,-162.6631,4
US,Tununak,99681,Alaska,AK,Bethel Census Area,50,,,60.5856,-165.2558,1
US,Nightmute,99690,Alaska,AK,Bethel Census Area,50,,,60.4794,-164.7239,1
US,King Salmon,99613,Alaska,AK,Bristol Bay,60,,,58.6883,-156.6614,1
US,Naknek,99633,Alaska,AK,Bristol Bay,60,,,58.783,-156.8992,1
US,South Naknek,99670,Alaska,AK,Bristol Bay,60,,,58.6639,-156.9756,1
US,Clear,99704,Alaska,AK,Denali,68,,,64.2966,-149.1608,4
US,Cantwell,99729,Alaska,AK,Denali,68,,,63.3955,-148.8973,1
US,Healy,99743,Alaska,AK,Denali,68,,,63.9171,-149.0111,4
US,Anderson,99744,Alaska,AK,Denali,68,,,64.3442,-149.1869,4
US,Denali National Park,99755,Alaska,AK,Denali,68,,,63.5436,-149.9867,4
US,Aleknagik,99555,Alaska,AK,Dillingham (CA),70,,,59.2697,-158.6199,1
US,Clarks Point,99569,Alaska,AK,Dillingham (CA),70,,,58.8173,-158.5299,1
US,Dillingham,99576,Alaska,AK,Dillingham (CA),70,,,59.0402,-158.5231,1
US,Ekwok,99580,Alaska,AK,Dillingham (CA),70,,,59.3628,-157.4782,4
US,Manokotak,99628,Alaska,AK,Dillingham (CA),70,,,59.0096,-158.9897,1
US,New Stuyahok,99636,Alaska,AK,Dillingham (CA),70,,,59.4882,-157.2905,1
US,Togiak,99678,Alaska,AK,Dillingham (CA),70,,,59.0619,-160.3764,1
US,Fairbanks,99701,Alaska,AK,Fairbanks North Star,90,,,64.8378,-147.7164,4
US,Eielson Afb,99702,Alaska,AK,Fairbanks North Star,90,,,64.6735,-147.0805,1
US,Fort Wainwright,99703,Alaska,AK,Fairbanks North Star,90,,,64.8283,-147.6557,1
US,North Pole,99705,Alaska,AK,Fairbanks North Star,90,,,64.7805,-147.3694,4
US,Fairbanks,99706,Alaska,AK,Fairbanks North Star,90,,,64.8521,-147.9377,4
US,Fairbanks,99707,Alaska,AK,Fairbanks North Star,90,,,64.8378,-147.7164,4
US,Fairbanks,99708,Alaska,AK,Fairbanks North Star,90,,,64.9475,-147.8564,4
US,Fairbanks,99709,Alaska,AK,Fairbanks North Star,90,,,64.8544,-147.8469,4
US,Fairbanks,99710,Alaska,AK,Fairbanks North Star,90,,,64.8378,-147.7164,4
US,Fairbanks,99711,Alaska,AK,Fairbanks North Star,90,,,64.8378,-147.7164,4
US,Fairbanks,99712,Alaska,AK,Fairbanks North Star,90,,,64.9109,-147.5105,4
US,Salcha,99714,Alaska,AK,Fairbanks North Star,90,,,64.5091,-146.953,1
US,Two Rivers,99716,Alaska,AK,Fairbanks North Star,90,,,64.8746,-146.8982,4
US,Ester,99725,Alaska,AK,Fairbanks North Star,90,,,64.871,-148.0949,4
US,Fairbanks,99775,Alaska,AK,Fairbanks North Star,90,,,64.8591,-147.8267,4
US,Fairbanks,99790,Alaska,AK,Fairbanks North Star,90,,,64.8378,-147.7164,1
US,Haines,99827,Alaska,AK,Haines,100,,,59.2519,-135.542,4
US,Juneau,99801,Alaska,AK,Juneau City and Borough,110,,,58.3628,-134.5294,4
US,Juneau,99802,Alaska,AK,Juneau City and Borough,110,,,58.3019,-134.4197,4
US,Juneau,99803,Alaska,AK,Juneau City and Borough,110,,,58.3019,-134.4197,4
US,Juneau,99811,Alaska,AK,Juneau City and Borough,110,,,58.3019,-134.4197,4
US,Juneau,99812,Alaska,AK,Juneau City and Borough,110,,,58.3271,-134.4742,4
US,Auke Bay,99821,Alaska,AK,Juneau City and Borough,110,,,58.4494,-134.7003,4
US,Douglas,99824,Alaska,AK,Juneau City and Borough,110,,,58.2756,-134.395,4
US,Juneau,99850,Alaska,AK,Juneau City and Borough,110,,,58.3019,-134.4197,4
US,Anchor Point,99556,Alaska,AK,Kenai Peninsula,122,,,59.8371,-151.7078,1
US,Clam Gulch,99568,Alaska,AK,Kenai Peninsula,122,,,60.2311,-151.3936,4
US,Cooper Landing,99572,Alaska,AK,Kenai Peninsula,122,,,60.4767,-149.8235,1
US,Homer,99603,Alaska,AK,Kenai Peninsula,122,,,59.5374,-151.2356,1
US,Hope,99605,Alaska,AK,Kenai Peninsula,122,,,60.8726,-149.4683,1
US,Kasilof,99610,Alaska,AK,Kenai Peninsula,122,,,60.3164,-151.2896,4
US,Kenai,99611,Alaska,AK,Kenai Peninsula,122,,,60.6145,-151.2546,4
US,Moose Pass,99631,Alaska,AK,Kenai Peninsula,122,,,60.6148,-149.4056,1
US,Nikiski,99635,Alaska,AK,Kenai Peninsula,122,,,60.7007,-151.2766,1
US,Ninilchik,99639,Alaska,AK,Kenai Peninsula,122,,,60.0108,-151.6396,1
US,Seldovia,99663,Alaska,AK,Kenai Peninsula,122,,,59.4495,-151.7009,4
US,Seward,99664,Alaska,AK,Kenai Peninsula,122,,,60.1329,-149.3985,1
US,Soldotna,99669,Alaska,AK,Kenai Peninsula,122,,,60.4818,-151.1358,1
US,Sterling,99672,Alaska,AK,Kenai Peninsula,122,,,60.5136,-150.8532,4
US,Tyonek,99682,Alaska,AK,Kenai Peninsula,122,,,61.0681,-151.1369,4
US,Ketchikan,99901,Alaska,AK,Ketchikan Gateway,130,,,55.372,-131.6832,4
US,Ward Cove,99928,Alaska,AK,Ketchikan Gateway,130,,,55.3954,-131.6754,4
US,Ketchikan,99950,Alaska,AK,Ketchikan Gateway,130,,,55.3422,-131.6478,4
US,Port Lions,99550,Alaska,AK,Kodiak Island,150,,,57.8675,-152.8822,1
US,Karluk,99608,Alaska,AK,Kodiak Island,150,,,57.5689,-154.4551,1
US,Kodiak,99615,Alaska,AK,Kodiak Island,150,,,57.6036,-153.3751,1
US,Kodiak,99619,Alaska,AK,Kodiak Island,150,,,57.79,-152.4072,1
US,Larsen Bay,99624,Alaska,AK,Kodiak Island,150,,,57.54,-153.9786,1
US,Old Harbor,99643,Alaska,AK,Kodiak Island,150,,,57.2028,-153.3039,1
US,Ouzinkie,99644,Alaska,AK,Kodiak Island,150,,,57.9236,-152.5022,4
US,Kodiak,99697,Alaska,AK,Kodiak Island,150,,,57.79,-152.4072,1
US,Alakanuk,99554,Alaska,AK,Kusilvak,158,,,62.6944,-164.6475,1
US,Chevak,99563,Alaska,AK,Kusilvak,158,,,61.529,-165.5905,1
US,Emmonak,99581,Alaska,AK,Kusilvak,158,,,62.7818,-164.5335,1
US,Marshall,99585,Alaska,AK,Kusilvak,158,,,61.9287,-162.268,1
US,Hooper Bay,99604,Alaska,AK,Kusilvak,158,,,61.527,-166.1151,1
US,Kotlik,99620,Alaska,AK,Kusilvak,158,,,63.0295,-163.5542,1
US,Mountain Village,99632,Alaska,AK,Kusilvak,158,,,62.1123,-163.6644,1
US,Pilot Station,99650,Alaska,AK,Kusilvak,158,,,61.9462,-162.8747,1
US,Russian Mission,99657,Alaska,AK,Kusilvak,158,,,61.7744,-161.3939,4
US,Saint Marys,99658,Alaska,AK,Kusilvak,158,,,62.1172,-163.2376,1
US,Scammon Bay,99662,Alaska,AK,Kusilvak,158,,,61.845,-165.5819,1
US,Nunam Iqua,99666,Alaska,AK,Kusilvak,158,,,62.5309,-164.8496,1
US,Chignik Lake,99548,Alaska,AK,Lake and Peninsula,164,,,56.2448,-158.7578,1
US,Port Heiden,99549,Alaska,AK,Lake and Peninsula,164,,,56.9643,-158.5664,4
US,Chignik,99564,Alaska,AK,Lake and Peninsula,164,,,56.3016,-158.4157,1
US,Chignik Lagoon,99565,Alaska,AK,Lake and Peninsula,164,,,58.2687,-156.6484,1
US,Egegik,99579,Alaska,AK,Lake and Peninsula,164,,,58.2062,-157.3422,4
US,Iliamna,99606,Alaska,AK,Lake and Peninsula,164,,,59.7525,-154.8236,1
US,Levelock,99625,Alaska,AK,Lake and Peninsula,164,,,59.2905,-156.6503,1
US,Nondalton,99640,Alaska,AK,Lake and Peninsula,164,,,59.9736,-154.8458,1
US,Pedro Bay,99647,Alaska,AK,Lake and Peninsula,164,,,59.8681,-154.0757,1
US,Perryville,99648,Alaska,AK,Lake and Peninsula,164,,,55.9453,-159.2593,1
US,Pilot Point,99649,Alaska,AK,Lake and Peninsula,164,,,57.5642,-157.5792,1
US,Port Alsworth,99653,Alaska,AK,Lake and Peninsula,164,,,60.2025,-154.3128,1
US,Wasilla,99623,Alaska,AK,Matanuska-Susitna Borough,170,,,61.5463,-149.5901,1
US,Wasilla,99629,Alaska,AK,Matanuska-Susitna Borough,170,,,61.5841,-149.4436,1
US,Palmer,99645,Alaska,AK,Matanuska-Susitna Borough,170,,,61.6303,-148.9872,1
US,Big Lake,99652,Alaska,AK,Matanuska-Susitna Borough,170,,,61.5214,-149.9544,1
US,Wasilla,99654,Alaska,AK,Matanuska-Susitna Borough,170,,,61.5923,-149.3959,1
US,Skwentna,99667,Alaska,AK,Matanuska-Susitna Borough,170,,,61.9903,-151.3978,1
US,Sutton,99674,Alaska,AK,Matanuska-Susitna Borough,170,,,61.7327,-148.7837,1
US,Talkeetna,99676,Alaska,AK,Matanuska-Susitna Borough,170,,,62.2605,-150.1101,1
US,Trapper Creek,99683,Alaska,AK,Matanuska-Susitna Borough,170,,,62.3167,-150.2314,1
US,Wasilla,99687,Alaska,AK,Matanuska-Susitna Borough,170,,,61.5313,-149.4784,1
US,Willow,99688,Alaska,AK,Matanuska-Susitna Borough,170,,,61.8966,-150.0038,1
US,Houston,99694,Alaska,AK,Matanuska-Susitna Borough,170,,,61.6303,-149.8181,1
US,Saint Michael,99659,Alaska,AK,Nome (CA),180,,,63.4776,-162.1091,1
US,Stebbins,99671,Alaska,AK,Nome (CA),180,,,63.5222,-162.2881,1
US,Unalakleet,99684,Alaska,AK,Nome (CA),180,,,63.8835,-160.7884,1
US,Elim,99739,Alaska,AK,Nome (CA),180,,,64.6217,-162.2604,1
US,Gambell,99742,Alaska,AK,Nome (CA),180,,,63.7766,-171.7017,1
US,Koyuk,99753,Alaska,AK,Nome (CA),180,,,64.9319,-161.1569,4
US,Nome,99762,Alaska,AK,Nome (CA),180,,,64.5011,-165.4064,1
US,Savoonga,99769,Alaska,AK,Nome (CA),180,,,63.6797,-170.4709,1
US,Shaktoolik,99771,Alaska,AK,Nome (CA),180,,,64.3537,-161.1932,1
US,Shishmaref,99772,Alaska,AK,Nome (CA),180,,,66.2306,-166.1373,1
US,Teller,99778,Alaska,AK,Nome (CA),180,,,65.2402,-166.3833,1
US,Wales,99783,Alaska,AK,Nome (CA),180,,,65.6092,-168.0875,1
US,White Mountain,99784,Alaska,AK,Nome (CA),180,,,64.6814,-163.4056,1
US,Brevig Mission,99785,Alaska,AK,Nome (CA),180,,,65.3342,-166.4786,1
US,Anaktuvuk Pass,99721,Alaska,AK,North Slope,185,,,68.1433,-151.7358,1
US,Barrow,99723,Alaska,AK,North Slope,185,,,71.2346,-156.8174,1
US,Prudhoe Bay,99734,Alaska,AK,North Slope,185,,,70.2922,-148.6694,1
US,Kaktovik,99747,Alaska,AK,North Slope,185,,,70.1319,-143.6239,1
US,Point Lay,99759,Alaska,AK,North Slope,185,,,69.7439,-163.0084,1
US,Point Hope,99766,Alaska,AK,North Slope,185,,,68.3486,-166.7347,1
US,Wainwright,99782,Alaska,AK,North Slope,185,,,70.6369,-160.0383,1
US,Nuiqsut,99789,Alaska,AK,North Slope,185,,,70.1927,-150.9971,1
US,Atqasuk,99791,Alaska,AK,North Slope,185,,,70.4947,-157.4411,1
US,Buckland,99727,Alaska,AK,Northwest Arctic,188,,,65.9789,-161.1262,1
US,Deering,99736,Alaska,AK,Northwest Arctic,188,,,66.0737,-162.714,1
US,Kiana,99749,Alaska,AK,Northwest Arctic,188,,,66.975,-160.4228,1
US,Kivalina,99750,Alaska,AK,Northwest Arctic,188,,,67.7269,-164.5333,1
US,Kobuk,99751,Alaska,AK,Northwest Arctic,188,,,66.9072,-156.8811,1
US,Kotzebue,99752,Alaska,AK,Northwest Arctic,188,,,66.8985,-162.5981,1
US,Noatak,99761,Alaska,AK,Northwest Arctic,188,,,67.5711,-162.9653,1
US,Noorvik,99763,Alaska,AK,Northwest Arctic,188,,,66.8364,-161.0441,1
US,Selawik,99770,Alaska,AK,Northwest Arctic,188,,,66.6039,-160.0069,1
US,Shungnak,99773,Alaska,AK,Northwest Arctic,188,,,66.8881,-157.1364,1
US,Ambler,99786,Alaska,AK,Northwest Arctic,188,,,67.0861,-157.8514,1
US,Meyers Chuck,99903,Alaska,AK,Prince of Wales-Hyder,198,,,55.7408,-132.2564,4
US,Coffman Cove,99918,Alaska,AK,Prince of Wales-Hyder,198,,,55.9524,-132.7503,4
US,Thorne Bay,99919,Alaska,AK,Prince of Wales-Hyder,198,,,55.6609,-132.5138,4
US,Craig,99921,Alaska,AK,Prince of Wales-Hyder,198,,,55.4732,-133.1171,4
US,Hydaburg,99922,Alaska,AK,Prince of Wales-Hyder,198,,,55.2087,-132.8259,4
US,Hyder,99923,Alaska,AK,Prince of Wales-Hyder,198,,,55.9169,-130.0247,1
US,Klawock,99925,Alaska,AK,Prince of Wales-Hyder,198,,,55.5526,-133.0555,4
US,Metlakatla,99926,Alaska,AK,Prince of Wales-Hyder,198,,,55.1215,-131.579,4
US,Point Baker,99927,Alaska,AK,Prince of Wales-Hyder,198,,,56.3528,-133.6211,4
US,Sitka,99835,Alaska,AK,Sitka City and Borough,220,,,57.0514,-135.3166,4
US,Yakutat,99689,Alaska,AK,Skagway-Hoonah-Angoon,232,,,59.812,-139.5505,1
US,Angoon,99820,Alaska,AK,Skagway-Hoonah-Angoon,232,,,57.5005,-134.586,4
US,Elfin Cove,99825,Alaska,AK,Skagway-Hoonah-Angoon,232,,,58.1944,-136.3433,4
US,Gustavus,99826,Alaska,AK,Skagway-Hoonah-Angoon,232,,,58.4284,-135.7615,4
US,Hoonah,99829,Alaska,AK,Skagway-Hoonah-Angoon,232,,,58.0977,-135.4316,4
US,Pelican,99832,Alaska,AK,Skagway-Hoonah-Angoon,232,,,57.9608,-136.2275,4
US,Skagway,99840,Alaska,AK,Skagway-Hoonah-Angoon,232,,,59.4685,-135.3018,1
US,Tenakee Springs,99841,Alaska,AK,Skagway-Hoonah-Angoon,232,,,57.7808,-135.2189,4
US,Fort Greely,99731,Alaska,AK,Southeast Fairbanks Census Area,240,,,63.952,-146.451,1
US,Chicken,99732,Alaska,AK,Southeast Fairbanks Census Area,240,,,64.0733,-141.9361,1
US,Delta Junction,99737,Alaska,AK,Southeast Fairbanks Census Area,240,,,64.0378,-145.7322,1
US,Eagle,99738,Alaska,AK,Southeast Fairbanks Census Area,240,,,64.7881,-141.2,1
US,Northway,99764,Alaska,AK,Southeast Fairbanks Census Area,240,,,62.9617,-141.9372,1
US,Tanacross,99776,Alaska,AK,Southeast Fairbanks Census Area,240,,,63.3853,-143.3464,1
US,Tok,99780,Alaska,AK,Southeast Fairbanks Census Area,240,,,63.3367,-142.9856,1
US,Chitina,99566,Alaska,AK,Valdez-Cordova (CA),261,,,61.5156,-144.4396,1
US,Copper Center,99573,Alaska,AK,Valdez-Cordova (CA),261,,,61.977,-145.3297,1
US,Cordova,99574,Alaska,AK,Valdez-Cordova (CA),261,,,60.5362,-145.7534,1
US,Gakona,99586,Alaska,AK,Valdez-Cordova (CA),261,,,62.3014,-145.3027,1
US,Glennallen,99588,Alaska,AK,Valdez-Cordova (CA),261,,,62.1039,-145.6617,1
US,Tatitlek,99677,Alaska,AK,Valdez-Cordova (CA),261,,,60.8906,-146.6703,1
US,Valdez,99686,Alaska,AK,Valdez-Cordova (CA),261,,,61.101,-146.9,1
US,Whittier,99693,Alaska,AK,Valdez-Cordova (CA),261,,,60.7734,-148.6839,1
US,Kake,99830,Alaska,AK,Wrangell-Petersburg (C,280,,,56.9736,-133.936,4
US,Petersburg,99833,Alaska,AK,Wrangell-Petersburg (C,280,,,56.8271,-133.1607,4
US,Port Alexander,99836,Alaska,AK,Wrangell-Petersburg (C,280,,,56.2497,-134.6444,4
US,Wrangell,99929,Alaska,AK,Wrangell-Petersburg (C,280,,,56.4335,-132.3529,4
US,Anvik,99558,Alaska,AK,Yukon-Koyukuk (CA),290,,,62.6561,-160.2067,1
US,Grayling,99590,Alaska,AK,Yukon-Koyukuk (CA),290,,,62.9036,-160.0647,1
US,Holy Cross,99602,Alaska,AK,Yukon-Koyukuk (CA),290,,,62.1926,-159.8251,1
US,Mc Grath,99627,Alaska,AK,Yukon-Koyukuk (CA),290,,,62.9457,-155.5712,1
US,Shageluk,99665,Alaska,AK,Yukon-Koyukuk (CA),290,,,62.6822,-159.5619,1
US,Takotna,99675,Alaska,AK,Yukon-Koyukuk (CA),290,,,62.9886,-156.0642,1
US,Nikolai,99691,Alaska,AK,Yukon-Koyukuk (CA),290,,,63.0133,-154.375,1
US,Allakaket,99720,Alaska,AK,Yukon-Koyukuk (CA),290,,,66.5656,-152.6456,1
US,Arctic Village,99722,Alaska,AK,Yukon-Koyukuk (CA),290,,,68.1269,-145.5378,1
US,Beaver,99724,Alaska,AK,Yukon-Koyukuk (CA),290,,,66.3594,-147.3964,4
US,Bettles Field,99726,Alaska,AK,Yukon-Koyukuk (CA),290,,,65.2264,-151.0251,1
US,Central,99730,Alaska,AK,Yukon-Koyukuk (CA),290,,,65.4681,-144.7489,1
US,Circle,99733,Alaska,AK,Yukon-Koyukuk (CA),290,,,65.8245,-144.0826,1
US,Fort Yukon,99740,Alaska,AK,Yukon-Koyukuk (CA),290,,,66.5647,-145.2739,1
US,Galena,99741,Alaska,AK,Yukon-Koyukuk (CA),290,,,64.7333,-156.9275,1
US,Hughes,99745,Alaska,AK,Yukon-Koyukuk (CA),290,,,66.0382,-154.2644,4
US,Huslia,99746,Alaska,AK,Yukon-Koyukuk (CA),290,,,65.6899,-156.292,4
US,Kaltag,99748,Alaska,AK,Yukon-Koyukuk (CA),290,,,64.3305,-158.7243,1
US,Koyukuk,99754,Alaska,AK,Yukon-Koyukuk (CA),290,,,64.8803,-157.7008,4
US,Manley Hot Springs,99756,Alaska,AK,Yukon-Koyukuk (CA),290,,,65.0011,-150.6339,4
US,Lake Minchumina,99757,Alaska,AK,Yukon-Koyukuk (CA),290,,,63.8828,-152.3122,4
US,Minto,99758,Alaska,AK,Yukon-Koyukuk (CA),290,,,65.0584,-149.6912,1
US,Nenana,99760,Alaska,AK,Yukon-Koyukuk (CA),290,,,64.5577,-149.0867,1
US,Nulato,99765,Alaska,AK,Yukon-Koyukuk (CA),290,,,64.7194,-158.1031,1
US,Rampart,99767,Alaska,AK,Yukon-Koyukuk (CA),290,,,65.509,-150.1619,1
US,Ruby,99768,Alaska,AK,Yukon-Koyukuk (CA),290,,,64.7201,-155.5039,1
US,Stevens Village,99774,Alaska,AK,Yukon-Koyukuk (CA),290,,,66.0064,-149.0908,4
US,Tanana,99777,Alaska,AK,Yukon-Koyukuk (CA),290,,,65.1719,-152.0789,1
US,Venetie,99781,Alaska,AK,Yukon-Koyukuk (CA),290,,,67.0104,-146.4137,1
US,Chalkyitsik,99788,Alaska,AK,Yukon-Koyukuk (CA),290,,,66.6544,-143.7222,1
US,Autaugaville,36003,Alabama,AL,Autauga,1,,,32.4625,-86.7149,4
US,Billingsley,36006,Alabama,AL,Autauga,1,,,32.6596,-86.7178,4
US,Booth,36008,Alabama,AL,Autauga,1,,,32.5016,-86.5727,4
US,Marbury,36051,Alabama,AL,Autauga,1,,,32.6841,-86.4946,4
US,Prattville,36066,Alabama,AL,Autauga,1,,,32.4787,-86.43,4
US,Prattville,36067,Alabama,AL,Autauga,1,,,32.4715,-86.4831,4
US,Prattville,36068,Alabama,AL,Autauga,1,,,32.464,-86.4597,4
US,Jones,36749,Alabama,AL,Autauga,1,,,32.5104,-86.8138,4
US,Bay Minette,36507,Alabama,AL,Baldwin,3,,,30.8635,-87.7644,4
US,Bon Secour,36511,Alabama,AL,Baldwin,3,,,30.3128,-87.7431,4
US,Daphne,36526,Alabama,AL,Baldwin,3,,,30.6197,-87.8895,4
US,Spanish Fort,36527,Alabama,AL,Baldwin,3,,,30.6959,-87.8867,4
US,Elberta,36530,Alabama,AL,Baldwin,3,,,30.3942,-87.589,4
US,Fairhope,36532,Alabama,AL,Baldwin,3,,,30.5012,-87.8835,4
US,Fairhope,36533,Alabama,AL,Baldwin,3,,,30.4841,-87.8606,4
US,Foley,36535,Alabama,AL,Baldwin,3,,,30.4007,-87.6857,4
US,Foley,36536,Alabama,AL,Baldwin,3,,,30.4222,-87.7064,4
US,Gulf Shores,36542,Alabama,AL,Baldwin,3,,,30.2717,-87.7589,4
US,Gulf Shores,36547,Alabama,AL,Baldwin,3,,,30.246,-87.7008,4
US,Lillian,36549,Alabama,AL,Baldwin,3,,,30.3972,-87.4745,4
US,Little River,36550,Alabama,AL,Baldwin,3,,,31.2246,-87.7548,4
US,Loxley,36551,Alabama,AL,Baldwin,3,,,30.618,-87.7562,4
US,Magnolia Springs,36555,Alabama,AL,Baldwin,3,,,30.3996,-87.7761,4
US,Montrose,36559,Alabama,AL,Baldwin,3,,,30.5623,-87.9005,4
US,Orange Beach,36561,Alabama,AL,Baldwin,3,,,30.281,-87.5815,4
US,Perdido,36562,Alabama,AL,Baldwin,3,,,31.0403,-87.6667,4
US,Point Clear,36564,Alabama,AL,Baldwin,3,,,30.4741,-87.9192,4
US,Robertsdale,36567,Alabama,AL,Baldwin,3,,,30.5616,-87.6373,4
US,Seminole,36574,Alabama,AL,Baldwin,3,,,30.5048,-87.4659,4
US,Silverhill,36576,Alabama,AL,Baldwin,3,,,30.5222,-87.7457,4
US,Spanish Fort,36577,Alabama,AL,Baldwin,3,,,30.6749,-87.9153,4
